mode,shards,p50_ms,p95_ms,p99_ms,qps,recall
in-process,1,0.2128569994965801,0.2988543495121121,0.3747856797053839,4571.399298186025,0.9455
grpc,1,5.903094499444705,7.514785349576414,12.542513610242167,2636.06548364976,0.9455
grpc,2,7.701668499976222,10.090482500618236,11.651461621240752,2049.351401675871,0.95644
grpc,4,13.617328999316669,26.538608900500556,41.711684320325745,1051.9985511111452,0.967
