mode,shards,p50_ms,p95_ms,p99_ms,qps,recall
in-process,1,0.13076900000008607,0.18367580000102635,0.21456407999991708,7245.6489214062985,0.9983333333333333
grpc,1,1.6736149999996286,1.9195336000009,2.1203372899986834,581.1645769434938,0.9983333333333333
grpc,2,2.2892320000007516,2.746037300000026,3.173955699997886,422.38681190780585,1.0
grpc,4,4.160044500000737,4.8100418499986475,5.495727119999252,237.37600688018196,1.0
